 7.539e+00,-6.189e+00,-5.380e+00, 7.088e+00,-9.780e-01, 3.026e-02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
-1.254e+00, 1.378e+01,-2.084e+01, 1.146e+01,-1.521e+00, 5.630e-02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
 7.289e-01,-1.732e+00, 1.612e+00,-7.064e-01, 1.922e-01,-1.642e-02,-4.031e-03, 4.421e-04, 0.000e+00, 0.000e+00
 6.120e-01, 2.610e-01, 4.399e-01, 4.046e+00,-4.922e-01,-4.792e-01, 1.080e-01,-2.711e-04, 0.000e+00, 0.000e+00
-3.427e+00, 8.075e-02, 1.559e-01, 1.763e+00,-3.505e-01,-5.471e-01, 6.412e-02,-2.719e-04, 0.000e+00, 0.000e+00
 9.759e-01,-2.212e+00, 1.994e+00,-7.107e-01, 1.000e-01,-4.375e-03, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
 6.979e-02,-7.593e-02, 2.707e-02,-1.838e-03,-1.020e-03, 2.488e-04,-2.058e-05, 5.781e-07, 0.000e+00, 0.000e+00
 5.194e-01,-2.615e+00, 6.998e+00,-9.374e+00, 5.507e+00,-9.333e-01, 6.280e-02,-1.491e-03, 0.000e+00, 0.000e+00
 3.992e+00,-1.086e+01, 1.148e+01,-5.570e+00, 1.433e+00,-2.041e-01, 1.528e-02,-4.708e-04, 0.000e+00, 0.000e+00
 2.141e-04,-2.772e-03, 1.076e-02,-1.898e-02, 1.633e-02,-6.491e-03, 1.027e-03,-1.185e-05, 0.000e+00, 0.000e+00
-6.066e-01, 9.406e-01,-6.091e-01, 2.118e-01,-4.232e-02, 4.804e-03,-2.833e-04, 6.596e-06, 0.000e+00, 0.000e+00
 1.391e+00,-2.952e+00, 2.999e+00,-1.398e+00, 3.375e-01,-4.412e-02, 2.968e-03,-8.049e-05, 0.000e+00, 0.000e+00
 1.338e+00,-3.697e-01,-7.738e+00, 1.263e+01,-7.547e+00, 2.271e+00,-3.800e-01, 3.576e-02,-1.760e-03, 3.498e-05
-8.535e-02, 9.878e-02,-4.772e-02, 1.244e-02,-1.883e-03, 1.651e-04,-7.725e-06, 1.479e-07, 0.000e+00, 0.000e+00
 2.314e-01,-6.071e-01, 5.741e-01,-2.328e-01, 4.760e-02,-5.149e-03, 2.799e-04,-5.975e-06, 0.000e+00, 0.000e+00
 1.319e-01,-1.519e-01, 7.284e-02,-1.880e-02, 2.817e-03,-2.441e-04, 1.129e-05,-2.143e-07, 0.000e+00, 0.000e+00
 4.818e-02,-6.335e-02, 3.463e-02,-1.016e-02, 1.716e-03,-1.662e-04, 8.490e-06,-1.751e-07, 0.000e+00, 0.000e+00
 1.030e+00,-2.509e+00, 2.447e+00,-1.009e+00, 2.076e-01,-2.251e-02, 1.224e-03,-2.613e-05, 0.000e+00, 0.000e+00
 1.466e-01,-5.339e-01, 8.349e-01,-6.456e-01, 2.601e-01,-5.402e-02, 5.273e-03,-1.822e-04, 0.000e+00, 0.000e+00
-1.272e+00, 2.114e+00,-1.460e+00, 5.385e-01,-1.134e-01, 1.348e-02,-8.262e-04, 1.979e-05, 0.000e+00, 0.000e+00
-2.618e+00, 4.380e+00,-3.003e+00, 1.085e+00,-2.215e-01, 2.531e-02,-1.485e-03, 3.427e-05, 0.000e+00, 0.000e+00
